timestamp,x,y,z
97266,30.33,-331.54,-108.58
97368,-197.39,154.85,174.62
97472,73.24,-409.42,-192.08
97575,-109.92,168.7,137.57
97678,167.66,-238.83,-104.74
97782,-5.25,-133.36,-12.63
97885,187.81,15.2,-65.43
97987,57.68,49.07,118.59
98090,233.58,-187.07,-43.09
98192,-35.95,62.07,156.13
98295,-115.48,-249.57,-1.04
98397,-26.25,409.12,-324.89
98499,-77.94,-135.44,79.65
98602,188.11,371.22,-306.64
98704,-16.91,-319.34,190.0
98807,-6.59,5.0,82.76
98909,-6.23,41.56,13.67
99013,-97.17,-80.51,-57.31
99116,126.95,-56.95,-36.87
99219,86.91,14.04,-17.03
99322,-12.45,3.11,-2.08
99425,2.2,-1.22,-0.85
99529,0.79,-0.73,-0.92
99633,4.09,2.93,-1.83
99736,5.49,0.37,0.12
99839,2.08,0.0,-0.06
99942,3.97,-1.53,-0.67
100044,4.15,-3.6,-1.16
100148,2.14,-1.04,-0.61
100251,-0.79,-0.98,-0.85
100354,1.53,-2.44,-0.85
100463,1.04,-0.24,-0.31
100567,1.04,-0.43,-0.24
100670,0.73,0.37,-0.37
100773,1.46,-0.43,-0.49
100875,0.92,-0.06,-0.18
100979,0.73,-0.67,-0.55
101082,1.34,-0.92,-0.79
101185,1.4,-1.71,-1.1
101288,0.49,0.18,0.06
101391,4.15,-1.53,-1.4
101494,1.34,-0.67,-0.67
101598,-0.92,1.22,-0.06
101701,1.22,-0.98,-0.73
101804,0.79,0.12,-0.49
101906,-0.12,0.43,-0.18
102010,0.55,-0.31,-0.49
102113,-1.04,0.18,-0.37
102216,-0.37,0.18,-0.31
102319,0.06,0.0,-0.79
102423,-0.06,0.06,-0.37
102526,0.49,-0.43,-0.24
102630,0.37,0.06,-0.43
102733,0.24,0.06,-0.18
102836,0.92,-0.24,-0.49
102939,0.67,0.43,-0.06
103043,0.18,-0.31,-0.49
103146,-0.92,1.04,0.0
103249,1.53,-1.1,-0.92
103352,81.36,-14.95,65.86
103455,-130.92,174.07,-75.01
103558,-42.48,-2.87,3.48
103662,-3.3,-4.94,8.67
103765,-208.86,48.95,9.89
103868,-96.68,-4.94,-8.0
103972,-27.34,17.88,-5.68
104075,23.19,-1.71,-2.93
104178,-18.43,2.14,-0.43
104282,-6.77,4.64,0.18
104385,0.55,0.98,-0.12
104488,-2.01,0.43,-0.67
104591,-1.65,1.1,0.43
104694,-0.92,0.73,0.24
104797,1.4,-0.73,-0.37
104900,0.12,0.67,0.06
105003,-0.06,0.06,-0.24
105106,0.43,0.55,0.12
105208,1.59,0.24,0.12
105312,0.18,-0.49,-0.55
105415,0.31,0.37,-0.24
105518,-0.06,-0.18,-0.43
105621,0.61,-0.24,-0.24
105724,1.28,0.37,0.24
105827,0.24,-0.37,0.0
105931,-0.73,0.24,-0.43
106033,0.61,0.12,-0.85
106137,0.43,-0.43,-0.06
106240,0.31,-0.43,-0.67
106343,1.53,0.49,-0.06
106447,4.64,1.59,-2.99
106550,0.37,-0.49,-0.49
106653,0.73,0.79,0.79
106756,0.24,-0.79,-1.1
106859,1.22,1.1,0.12
106963,0.18,-1.34,-1.04
107067,1.1,0.61,0.61
107170,-0.06,-0.06,-0.12
107273,-0.18,0.0,-0.49
107376,0.24,0.55,0.06
107479,0.31,-0.79,-0.67
107583,0.49,0.55,0.24
107686,1.53,-0.73,-0.37
107789,1.04,0.55,0.24
107892,0.0,-0.31,-0.43
107995,0.61,0.24,0.0
108098,0.12,-0.55,-0.67
108200,0.92,0.43,0.31
108303,0.67,-0.61,-0.61
108405,0.49,0.24,0.06
108508,0.43,-0.31,-0.43
108611,0.43,-0.06,-0.31
108714,0.37,-0.06,-0.12
108818,0.49,0.12,-0.18
108921,-0.12,0.0,-0.31
109024,0.24,0.24,-0.12
109128,0.61,-0.24,-0.18
109231,-0.31,-0.18,-0.43
109335,0.0,0.43,0.0
109438,0.67,-0.43,-0.31
109541,0.31,0.24,-0.12
109644,0.31,0.12,-0.06
109747,0.92,-0.12,-0.37
109851,-0.73,0.55,-0.24
109954,1.46,0.55,0.37
110057,104.25,-10.31,17.76
110159,4.21,0.0,0.18
110262,-23.8,-1.04,-1.89
110365,60.67,4.46,4.33
110469,-4.15,-0.61,-0.43
110572,0.31,0.12,-0.06
110675,1.4,-0.06,-0.12
110778,0.06,0.24,-0.18
110881,-0.31,-0.12,-0.55
110985,0.18,0.12,-0.12
111088,0.24,-0.06,-0.12
111190,0.18,-0.18,-0.31
111293,-0.18,0.06,-0.43
111396,1.16,0.12,0.37
111500,1.28,-0.61,-0.61
111603,-0.98,0.85,0.49
111706,1.59,-0.43,-0.18
111809,0.31,-0.55,-0.85
111911,-1.1,0.85,0.55
112015,2.2,-1.04,-0.55
112118,-1.1,0.79,0.06
112221,0.98,-0.43,-0.61
112324,0.43,0.24,-0.43
112427,-0.67,0.24,0.24
112530,1.53,-0.67,-0.85
112634,-1.65,0.49,0.24
112736,0.79,-0.18,-0.06
112839,0.61,-0.37,-0.73
112942,-1.53,0.49,0.37
113045,2.14,-0.73,-0.73
113149,-1.46,0.61,0.31
113252,1.65,0.24,-0.37
113356,3.3,-0.92,-0.06
113460,-2.26,1.04,0.12
113563,0.0,-0.61,-0.92
113665,-0.18,-0.12,0.0
113769,-0.06,0.18,0.31
113872,2.08,-0.49,-0.92
113975,-1.22,-0.24,-0.49
114078,-2.87,1.4,0.31
114181,3.91,-1.59,-0.85
114284,-1.16,1.22,0.55
114387,15.56,8.73,9.52
114489,5.19,-0.06,0.12
114592,-5.07,0.06,-0.24
114694,1.71,-0.24,-0.06
114799,-0.73,0.12,-0.18
114904,2.01,-0.49,-0.18
115007,-0.79,0.43,0.0
115110,1.16,-0.18,-0.37
115214,0.24,0.06,-0.18
115319,-0.31,0.12,-0.18
115422,0.98,-0.49,-0.43
115525,0.37,-0.06,-0.24
115628,0.31,-0.18,-0.31
115733,0.67,-0.12,-0.24
115837,0.43,-0.12,-0.18
115940,0.31,-0.12,-0.31
116043,0.55,-0.12,-0.24
116147,0.37,0.0,-0.24
116251,0.49,-0.12,-0.31
116354,0.31,-0.06,-0.24
116456,0.98,-0.18,-0.18
116560,0.0,0.31,-0.24
116663,0.79,-0.24,-0.18
116767,-0.06,0.31,0.06
116871,0.73,-0.18,-0.37
116974,-0.12,0.06,-0.12
117076,0.67,-0.06,-0.12
117179,0.49,-0.31,-0.49
117282,0.06,0.12,0.18
117386,1.22,-0.55,-0.61
117489,-0.49,0.43,0.12
117592,0.79,-0.37,-0.24
117696,0.0,0.37,-0.12
117798,0.18,-0.18,-0.12
117903,0.06,0.0,-0.43
118006,0.37,-0.37,-0.49
118108,-0.85,0.43,0.18
118211,1.4,-0.31,-0.43
118316,-0.31,0.37,0.06
118419,1.46,-0.55,-0.18
118523,-0.98,0.43,0.0
118627,1.4,-0.37,-0.37
118731,-0.73,0.18,-0.06
118836,1.1,-0.37,-0.37
118940,0.06,0.0,-0.24
119043,0.49,-0.24,-0.24
119146,0.43,-0.06,-0.24
119249,0.67,-0.18,-0.24
119354,0.55,-0.12,-0.24
119457,0.43,0.0,-0.18
119560,0.67,-0.18,-0.24
119663,0.43,0.06,-0.12
119767,0.06,0.0,-0.37
119870,0.43,-0.18,-0.18
119973,0.24,-0.18,-0.12
120077,0.67,0.0,-0.24
120179,0.06,-0.06,-0.24
120284,0.31,0.0,-0.24
120386,0.24,-0.06,-0.31
120489,0.18,0.06,-0.18
120592,1.16,-0.24,-0.31
120694,-0.12,0.18,-0.06
120799,0.98,-0.31,-0.24
120901,-0.06,0.24,-0.12
121004,0.61,-0.18,-0.24
121106,0.43,0.06,-0.12
121209,0.18,0.12,-0.06
121312,0.61,0.0,-0.18
121416,-0.37,0.18,-0.12
121519,-0.98,0.12,-0.12
121622,-0.06,0.12,0.0
121724,1.28,-0.06,-0.37
121832,0.24,0.12,-0.12
121936,-0.12,-0.06,-0.24
122039,0.43,-0.12,-0.31
122142,-0.18,0.12,-0.12
122246,0.61,-0.24,-0.24
122349,0.37,0.18,-0.12
122453,0.67,-0.06,-0.12
122556,0.92,0.06,-0.18
122659,0.49,0.12,-0.06
122762,0.49,0.12,-0.18
122865,0.79,0.18,-0.79
122969,1.16,-0.18,-0.79
123071,2.14,-0.49,-0.92
123174,0.98,-0.18,-0.24
123278,-0.18,0.49,0.06
123382,0.67,-0.67,-0.73
123485,0.18,-0.18,-0.18
123589,0.67,0.18,0.0
123691,1.1,-0.55,-0.43
123795,1.16,-0.12,-0.61
123898,-0.92,0.37,-0.31
124002,0.18,0.0,-0.24
124105,0.24,-0.06,-0.55
124208,0.12,0.06,-0.37
124311,1.34,0.12,-0.06
124415,1.34,-0.06,-0.18
124518,0.37,0.43,0.0
124622,1.28,-0.43,-0.31
124724,0.61,0.06,-0.18
124827,0.79,-0.49,-0.24
124929,-0.85,0.37,0.06
125032,0.98,-0.49,-0.37
125135,-0.12,0.12,-0.06
125238,0.67,-0.37,-0.24
125341,0.43,0.06,-0.06
125444,0.31,-0.24,-0.37
125547,-0.12,0.0,-0.18
125649,0.73,-0.18,-0.24
125752,-0.06,0.12,-0.12
125855,-0.18,0.12,-0.18
125957,0.98,-0.37,-0.31
126060,0.06,0.06,-0.18
126162,0.55,-0.06,-0.18
126264,0.61,-0.12,-0.12
126367,0.85,-0.18,-0.24
126469,0.06,0.0,-0.06
126572,0.79,-0.24,-0.18
126674,0.31,0.06,-0.18
126776,-0.18,0.0,-0.24
126879,0.37,-0.24,-0.31
126981,0.49,0.0,-0.12
127083,0.92,-0.18,-0.18
127186,0.18,-0.12,-0.18
127288,0.73,0.0,0.0
127390,0.37,0.18,0.0
127493,0.43,-0.18,-0.24
127595,0.24,0.06,-0.12
127697,0.06,0.0,-0.61
127801,0.79,-0.24,-0.18
127904,0.61,-0.18,0.31
128006,0.73,-0.55,0.12
128109,0.06,-0.24,0.49
128212,0.31,0.0,-0.92
128316,-1.1,-0.06,-0.43
128419,-1.16,0.79,0.12
128522,2.08,-1.1,-0.61
128625,-1.59,0.92,0.24
128728,-82.7,-13.79,-10.19
128832,73.55,-4.7,18.98
128935,64.51,21.67,-10.93
129038,16.85,39.86,-13.06
129141,-176.94,96.07,62.56
129244,16.11,-74.22,-336.43
129347,-181.34,31.01,365.54
129450,159.73,78.19,-131.53
129553,-21.18,177.98,115.6
129656,93.93,-571.41,-232.12
129760,-195.62,830.38,98.02
129863,187.5,-1107.24,-185.61
129967,14.4,1036.13,-40.89
130070,291.02,-1127.01,248.41
130173,183.59,1105.1,-88.38
130275,233.64,-950.13,125.73
130379,55.18,818.18,171.81
130482,267.82,-766.24,-114.38
130586,15.56,666.93,218.32
130689,194.95,-601.81,-133.85
130791,-31.43,449.58,85.39
130894,74.95,-374.63,-34.0
130997,-8.06,277.89,51.7
131100,43.95,-253.05,-26.92
131203,5.13,252.99,63.48
131306,64.82,-333.5,-94.79
131408,-7.02,181.03,72.57
131512,-4.46,-57.92,42.79
131615,53.59,-78.86,-137.08
131718,-117.49,256.77,237.61
131821,123.54,-203.31,-240.78
131923,-127.01,297.42,272.03
132026,143.01,-265.2,-294.56
132129,-125.98,319.52,341.67
132233,130.31,-317.5,-300.6
132336,-169.92,269.1,378.72
132439,147.09,-320.62,-349.12
132543,-113.16,281.19,380.0
132646,121.03,-346.98,-361.27
132750,-59.69,284.18,396.18
132854,115.17,-356.2,-280.52
132956,-111.33,320.31,450.74
133061,185.85,-431.95,-389.59
133164,-116.94,373.29,488.16
133268,200.44,-466.31,-426.57
133371,-107.12,415.65,541.08
133474,181.09,-508.42,-434.94
133577,-144.9,492.49,665.71
133680,271.97,-545.17,-589.23
133784,-157.9,559.81,718.32
133887,261.9,-541.44,-588.99
133990,-208.01,564.76,558.17
134093,167.97,-344.42,-361.27
134197,62.01,-153.44,15.75
134300,-441.1,744.08,324.46
134403,286.62,-672.91,-265.01
134506,-387.82,655.88,-32.59
134609,-13.61,-446.78,94.24
134712,-52.92,210.39,-500.49
134816,-104.43,-364.87,402.04
134919,12.02,-97.47,-484.25
135022,-423.95,19.1,635.86
135125,127.38,-620.67,-380.37
135228,-363.4,719.91,-200.07
135331,39.55,-697.63,181.21
135435,-8.3,-163.09,-446.35
135538,-720.21,798.65,363.16
135641,48.71,-602.6,-171.39
135745,-22.64,-104.68,-332.52
135848,-119.14,241.88,257.75
135952,82.89,-130.55,-54.2
136057,57.8,-67.87,-27.47
136160,-48.16,25.76,-75.74
136262,-7.75,-41.14,-49.38
136366,144.04,-45.65,-43.58
136469,33.14,-29.66,-11.6
136572,149.6,-34.36,-16.05
136675,-10.99,-1.1,-0.98
136778,-0.55,-0.06,-0.12
136882,-0.49,-0.18,-0.37
136985,-1.59,-0.06,-0.55
137088,0.0,-0.49,-0.31
137191,1.46,0.43,0.06
137294,4.21,-6.59,-3.91
137397,1.1,0.92,1.28
137500,1.46,-1.4,-0.73
137603,1.95,-2.01,-1.04
137706,0.55,-0.06,0.24
137809,-0.06,0.73,0.0
137912,-0.12,0.49,0.06
138015,0.67,-0.43,-0.37
138118,-1.28,1.95,0.49
138220,0.12,0.37,-0.37
138323,0.0,0.43,15.56
138425,0.98,-0.98,-0.61
138529,0.61,-0.55,-0.37
138631,1.34,-1.04,-0.61
138733,0.31,15.56,-0.31
138837,0.06,-0.06,-0.37
138939,-0.49,0.85,-0.43
139043,0.61,-0.31,-0.18
139146,2.81,-2.5,-0.49
139249,-0.55,1.16,0.18
139353,0.67,-0.55,-0.61
139455,0.85,-0.79,-0.61
139558,0.18,0.12,-0.12
139660,0.73,-0.61,-0.37
139763,0.43,-0.31,-0.31
139866,0.49,-0.12,-0.24
139969,1.04,-0.79,-0.37
140071,0.61,0.0,-0.18
140174,0.31,0.06,-0.12
140277,0.61,-0.18,-0.18
140380,0.37,-0.06,-0.18
140483,0.61,-0.24,-0.24
140586,0.37,-0.12,-0.31
140689,0.55,-0.31,-0.37
140792,0.31,-0.06,-0.18
140894,0.37,-0.06,-0.18
140998,0.37,-0.12,-0.24
141101,0.43,-0.06,-0.24
141205,0.37,-0.06,-0.18
141308,0.18,-0.18,-0.31
141410,1.65,-1.4,-0.92
141513,-0.49,1.95,0.24
141617,2.08,-1.95,-1.28
141720,1.71,0.92,0.49
141822,0.79,-0.55,-0.92
141925,0.73,-0.12,-0.06
142028,0.37,-0.12,-0.31
142131,0.37,0.12,-0.06
142234,0.31,-0.18,-0.55
142337,0.12,0.18,-0.18
142440,0.37,-0.12,-0.18
142543,0.37,0.0,-0.12
142646,0.18,0.0,-0.43
142749,0.31,-0.06,-0.12
142852,0.49,-0.12,-0.24
142954,0.43,-0.31,-0.31
143058,-2.14,0.73,-0.37
143160,0.06,0.12,-0.18
143263,1.77,-1.83,-0.73
143367,-0.67,1.46,0.37
143471,2.87,-0.67,-0.49
143574,-0.79,0.49,-0.06
143677,0.79,-0.24,-0.31
143780,0.49,-0.12,-0.24
143883,0.18,-0.31,-0.37
143985,0.0,-0.24,-0.37
144088,0.85,-0.18,-0.31
144191,-0.06,0.0,-0.24
144293,0.18,-0.18,-0.24
145151,1.22,-0.18,-0.24
145253,0.79,0.06,-0.18
145356,0.37,0.12,-0.06
145459,0.73,-1.04,-0.37
145561,-3.6,0.92,0.06
145664,1.22,-0.92,-0.49
145767,-0.85,0.0,-0.18
145870,0.0,0.0,-0.18
145972,0.73,0.06,-0.18
146075,0.37,0.31,-0.06
146178,0.49,-0.12,-0.18
146281,0.31,0.0,-0.12
146384,0.55,-0.55,-0.43
146487,-0.49,-0.06,-0.37
146590,0.06,0.06,-0.12
146692,0.85,-0.24,-0.18
146795,0.49,-0.06,-0.24
146898,-0.43,0.06,-0.31
147001,0.24,-0.37,-0.31
147105,-0.06,-0.12,-0.31
147208,-0.12,0.0,-0.18
147311,1.53,-0.18,-0.18
147415,-0.18,0.18,-0.24
147518,0.85,-0.06,-0.24
147621,0.98,0.06,-0.24
147724,0.43,0.31,-0.24
147827,0.31,0.06,-0.61
147930,-4.82,0.37,-0.24
148034,4.39,-1.65,-0.61
148136,-2.75,0.73,-0.24
148240,0.92,0.06,-0.24
148343,0.61,-0.85,-0.55
148445,0.12,-0.06,-0.31
148548,1.83,-0.31,-0.24
148651,-0.18,0.0,-0.18
148753,0.73,-0.24,-0.37
148856,0.79,-0.67,-0.43
148959,-0.55,-0.37,-0.31
149061,-0.06,-0.18,-0.31
149164,-0.18,0.12,-0.18
149266,1.28,0.06,-0.18
149369,0.43,-0.06,-0.18
149471,-0.55,0.85,0.0
149575,3.48,-0.43,-0.24
149677,0.67,-0.18,-0.12
149780,-2.5,1.1,0.12
149884,0.31,-1.1,-0.37
149988,-8.18,4.15,0.85
150091,-1.16,1.83,0.37
150193,-1.16,-0.12,-0.12
150295,6.04,-2.14,-0.98
150399,-2.56,-0.12,-0.24
150502,1.83,-1.04,-0.43
150605,-0.85,0.98,-0.24
150708,3.36,-0.61,-0.43
150810,0.12,-0.79,-0.43
150913,7.51,-2.32,-0.55
151015,5.37,1.46,0.43
151118,-4.15,3.6,0.79
151220,-0.31,1.22,0.06
151323,-0.49,-0.55,-0.24
151425,1.89,-1.34,-0.55
151528,0.06,-0.79,-0.43
151631,1.71,-0.92,-0.37
151734,0.31,-0.79,-0.37
151837,-0.73,-0.67,-0.37
151940,2.5,-1.28,-0.79
152043,0.73,-0.73,-0.61
152145,1.22,-0.92,-0.61
152249,5.07,-0.98,-0.61
152352,-1.59,0.49,-0.12
152455,2.01,-1.83,-0.73
152558,-0.55,0.67,0.0
152660,0.85,0.92,0.0
152763,0.37,-0.43,-0.18
152866,1.28,-0.73,-0.37
152968,-1.16,-0.55,-0.43
153071,0.79,-0.67,-0.43
153175,-1.46,0.43,-0.18
153278,-0.31,0.12,-0.24
153380,1.22,-1.34,-0.61
153483,4.33,-2.26,-0.73
153585,0.0,-0.18,-0.06
153688,-0.31,0.67,0.06
153790,4.52,-0.37,-0.31
153893,-0.24,0.73,0.18
153996,2.01,0.61,0.12
154098,0.49,1.4,0.12
154200,0.98,-0.24,-0.18
154303,1.4,-1.16,-0.49
154406,0.98,-0.49,-0.31
154508,0.31,0.85,0.06
154610,0.24,1.83,0.37
154713,0.73,0.24,-0.24
154815,-0.49,-0.18,-0.18
154918,0.37,-0.06,-0.24
155021,0.98,0.12,-0.12
155124,1.4,-0.43,-0.37
155227,-0.06,-0.43,-0.31
155331,1.71,-0.24,-0.18
155434,1.46,-0.43,-0.24
155536,-0.24,0.18,-0.12
155639,0.55,-0.31,-0.24
155742,0.73,-0.24,-0.31
155845,0.18,-0.31,-0.31
155948,-0.61,0.0,-0.24
156052,1.04,-0.12,-0.24
156154,-1.16,-0.43,-0.49
156258,-1.53,-0.18,-0.31
156360,0.85,-0.73,-0.49
156464,-0.37,-0.43,-0.43
156567,3.36,-2.2,-0.73
156670,-0.79,0.06,-0.18
156773,0.98,-0.43,-0.31
156876,-0.49,0.06,-0.18
156980,0.79,0.49,-0.06
157083,-1.83,0.92,0.0
157187,1.59,-0.49,-0.18
157290,-0.73,-1.22,-0.55
157394,0.92,-1.65,-0.73
157497,1.1,-0.12,-0.18
157600,-0.79,-0.55,-0.24
157702,2.56,0.67,-0.12
157805,1.1,-0.06,-0.24
157908,0.18,0.06,-0.18
158011,-0.49,-0.31,-0.31
158115,-0.24,-0.12,-0.24
158219,0.06,0.0,-0.18
158321,0.0,0.06,-0.18
158425,0.0,-0.24,-0.24
158528,0.31,0.06,-0.18
158631,1.04,0.0,-0.18
158735,-4.94,0.37,0.55
158838,0.31,0.06,-0.12
158941,0.49,-0.31,-0.37
159044,-0.12,0.12,-0.24
159146,0.18,-0.06,-0.24
159249,0.18,0.06,-0.12
159351,-0.85,0.49,-0.12
159454,1.95,-0.98,-0.37
159557,1.28,-0.67,-0.37
159659,1.28,-0.61,-0.31
159762,2.62,-0.37,-0.18
159864,-0.79,0.31,-0.18
159967,-0.79,0.79,-0.18
160071,-3.05,1.28,0.12
160174,3.91,-1.95,-0.85
160278,-3.05,-0.12,-0.24
160380,0.79,-0.67,-0.49
160483,-0.49,-0.12,-0.24
160585,0.12,-0.37,-0.18
160688,0.12,-0.12,-0.31
160791,0.06,0.0,-0.31
160893,-0.43,-0.37,-0.31
160997,-0.18,-0.37,-0.31
161099,1.16,-0.12,-0.18
161202,0.67,0.43,0.0
161304,1.16,0.18,-0.18
161407,1.1,0.12,-0.12
161509,1.4,-0.43,-0.37
161612,1.34,-0.67,-0.43
161714,-0.73,0.67,0.12
161817,1.1,-0.24,-0.24
161919,-0.31,0.06,-0.12
162022,0.06,0.0,-0.24
162124,0.49,-0.18,-0.24
162226,-0.37,-0.24,-0.37
162329,-1.59,0.49,0.0
162431,1.34,-0.12,-0.12
162534,0.73,0.12,-0.24
162637,1.77,0.73,-0.06
162739,1.53,0.55,-0.12
162841,14.4,-0.67,0.73
162944,-0.43,0.0,-0.18
163046,0.61,0.49,0.12
163149,1.77,0.06,-0.18
163252,0.37,-0.79,-0.43
163354,-0.49,0.61,0.0
163456,1.16,0.06,-0.18
163559,-2.01,0.67,-0.18
163661,4.39,-0.73,-0.49
163764,0.61,0.67,-0.06
163866,1.59,0.0,-0.12
163968,2.44,-0.06,-0.18
164071,-0.49,0.37,-0.18
164173,3.36,-2.08,-0.98
164276,0.18,0.79,0.06
164378,0.18,0.67,-0.06
164480,1.22,-0.06,-0.12
164583,0.12,-0.24,-0.24
164686,-2.38,-0.31,-0.31
164788,-0.61,-0.61,-0.37
164890,2.01,-2.93,-1.1
164993,-3.97,1.4,0.24
165095,2.26,-0.49,-0.37
165198,0.06,0.31,-0.12
165300,1.16,0.0,-0.18
165402,0.55,0.12,-0.24
165505,-0.37,0.0,-0.18
165608,-0.12,1.04,0.18
165711,0.24,0.0,-0.85
165814,0.67,0.0,-0.73
165918,-1.77,0.31,-0.18
166021,1.28,-1.04,-0.67
166124,0.49,0.24,-0.18
166228,1.89,0.06,-0.18
166331,2.69,0.55,0.06
166434,1.46,0.43,-0.12
166537,-0.37,0.0,-0.43
166641,3.42,-0.79,-0.49
166744,-1.16,-0.12,-0.31
166846,1.53,-1.59,-0.85
166949,-3.72,1.77,0.43
167051,3.11,-0.55,-0.49
167154,0.79,0.79,0.06
167257,-1.28,1.04,0.12
167359,0.55,-0.37,-0.43
167463,0.06,-0.24,0.0
167566,-0.73,-0.31,-0.92
167669,2.08,0.24,-0.31
167771,1.28,-0.18,-0.18
167873,-0.55,-0.12,-0.18
167976,-0.37,0.18,-0.18
168078,0.31,-0.06,-0.24
168181,7.57,-0.79,-0.67
168284,-1.65,1.34,-0.06
168387,9.89,-1.83,-0.92
168489,-1.16,1.65,0.61
168591,3.72,-0.61,-0.55
168695,-1.34,1.04,0.12
168798,-0.79,-2.44,-1.16
168900,-8.61,1.1,0.79
169002,-5.86,-1.16,-0.37
169106,-5.74,-0.24,0.06
169209,-1.46,-0.55,0.06
169312,-2.81,-0.43,-0.24
169416,-1.28,-0.12,-0.24
169519,-0.67,0.12,-0.06
169622,0.67,-0.31,-0.37
169725,-0.06,1.22,-0.06
169828,-7.81,10.56,1.95
169931,-10.68,13.43,3.66
170034,9.64,-7.14,-2.56
170138,-0.43,0.85,0.31
170241,-3.66,4.09,1.04
170344,7.14,-3.78,-1.89
170447,-5.37,2.69,0.61
170551,1.53,-1.04,-0.55
170654,0.79,-0.31,-0.37
170756,-0.06,0.49,0.18
170859,1.77,-0.67,-0.24
170962,-0.98,0.79,-0.06
171065,1.77,-0.37,-0.24
171168,-0.37,0.37,-0.06
171271,0.73,-0.18,-0.24
171375,0.85,-0.18,-0.18
171478,-0.55,-0.06,-0.31
171581,1.4,-0.43,-0.31
171684,-0.55,0.43,0.0
171788,0.55,-0.24,-0.31
171891,-0.18,-0.06,-0.24
171995,1.16,-0.31,-0.24
172098,0.06,0.18,-0.12
172202,0.31,-0.12,-0.24
172305,0.79,-0.18,-0.31
172408,-0.49,0.0,-0.24
172511,0.49,-0.37,-0.37
172614,0.18,0.06,-0.24
172718,0.49,0.12,-0.31
172820,0.55,-0.24,-0.31
172924,0.0,0.0,-0.18
173026,0.55,-0.24,-0.24
173130,0.31,0.18,-0.18
173233,1.1,0.0,-0.18
173336,0.12,0.06,-0.12
173439,0.55,-0.24,-0.24
173542,0.61,0.0,-0.18
173645,0.12,0.06,-0.18
173749,0.31,-0.24,-0.24
173852,0.12,0.12,-0.18
173955,0.31,0.12,-0.24
174058,0.31,0.0,-0.18
174162,0.55,-0.06,-0.18
174265,0.12,0.06,-0.12
174368,0.55,-0.18,-0.24
174472,0.31,0.0,-0.18
174575,0.61,0.06,-0.12
174678,0.37,-0.18,-0.18
174781,0.06,-0.06,-0.24
174885,0.73,0.0,-0.12
174988,0.06,0.0,-0.24
175091,0.12,-0.24,-0.31
175195,-0.31,-0.18,-0.31
175298,0.61,-0.24,-0.24
175402,0.0,-0.06,-0.18
175504,0.31,-0.12,-0.24
175607,0.24,-0.06,-0.31
175711,0.24,0.0,-0.31
175814,-0.06,-0.24,-0.24
175918,0.85,-0.61,-0.37
176020,4.27,-1.77,0.0
176124,2.75,-1.89,0.06
176227,-1.77,0.98,0.49
176330,2.62,-1.4,-0.67
176434,22.58,-57.19,-47.12
176537,9.46,-11.11,-3.54
176641,70.43,-28.69,9.89
176745,-21.67,3.85,-4.82
176848,-48.52,-9.83,-7.2
176951,5.19,-0.24,-0.67
177054,8.48,1.71,1.22
177157,-4.39,0.49,-3.48
177261,39.61,1.71,0.85
177364,-27.22,-0.49,-2.08
177468,-2.93,1.59,0.55
177571,1.04,1.4,-0.18
177673,-2.75,1.46,0.12
177777,-0.18,2.08,-1.16
177884,-4.21,5.8,0.0
177987,-1.16,1.95,0.43
178090,-20.02,-2.81,-2.14
178195,22.46,-6.71,-4.39
178298,0.0,6.47,-3.17
178401,-3.72,0.79,1.4
178505,0.85,-0.18,1.1
178608,-0.49,-1.77,-1.46
178712,3.42,-2.75,-3.36
178815,-4.33,0.55,1.89
178919,2.5,-0.98,-0.79
179022,1.34,-2.26,0.18
179125,1.4,1.89,0.79
179229,3.23,-2.44,-1.77
179332,1.89,-1.46,-0.12
179436,-1.22,-2.38,1.1
179539,8.97,-4.7,-0.79
179642,0.79,-1.53,0.18
179745,-0.67,-8.54,-2.14
179849,2.26,-4.33,-3.78
179953,-20.94,-0.67,2.44
180056,-9.46,0.79,-4.33
180159,-7.26,2.69,-1.53
180263,-3.17,-1.04,1.22
180366,-6.71,-1.95,-0.85
180469,4.27,-0.98,1.59
180572,-14.16,0.98,-8.3
180676,-25.02,-14.53,55.79
180779,-41.5,-2.08,-0.12
180882,9.4,1.34,0.43
180985,-1.22,0.73,0.0
181088,-15.01,-0.73,-2.5
181192,-10.99,0.37,-0.55
181296,-31.74,-2.26,10.44
181399,-70.07,27.59,-23.07
181502,-69.4,-27.77,70.8
181605,130.43,41.87,-47.97
181708,104.37,-8.24,-25.57
181810,-101.62,-1.59,-12.27
181914,43.21,-0.31,-17.88
182017,75.2,5.68,-5.19
182120,54.32,-4.09,-0.24
182223,-36.8,12.88,4.46
182327,4.82,0.61,0.61
182429,-13.06,3.66,5.19
182532,-5.07,1.95,0.31
182635,-7.08,1.89,0.61
182737,-0.24,-0.24,1.95
182841,-13.0,2.75,-0.18
182944,-5.92,1.28,0.24
183047,1.46,0.0,-0.49
183150,0.79,-0.85,0.12
183253,1.04,0.18,-0.37
183356,1.95,-0.55,-0.61
183460,-14.77,1.34,0.92
183563,0.43,0.24,-0.37
183666,-4.46,0.31,-0.31
183770,0.24,-0.24,-0.24
183874,0.06,0.31,-0.12
183977,0.24,0.06,-0.24
184080,-0.31,0.0,-0.24
184184,0.43,0.0,-0.24
184287,0.79,0.0,-0.18
184390,-0.37,0.18,-0.24
184494,0.18,-0.12,-0.24
