time,value
2025-04-15T04:53:05.736898012Z,7.515398979187012
2025-04-15T04:53:06.710140221Z,7.5968017578125
2025-04-15T04:53:08.048554409Z,8.544905662536621
2025-04-15T04:53:09.030189378Z,8.544905662536621
2025-04-15T04:53:10.05848364Z,8.300697326660156
2025-04-15T04:53:11.068267541Z,6.208165168762207
2025-04-15T04:53:12.070260948Z,5.633556365966797
2025-04-15T04:53:13.080218902Z,5.633556365966797
2025-04-15T04:53:14.309989039Z,5.9304375648498535
2025-04-15T04:53:15.281177366Z,5.839457988739014
2025-04-15T04:53:16.290058761Z,13.256694793701172
2025-04-15T04:53:17.308649229Z,-0.8834604024887085
2025-04-15T04:53:18.310244974Z,1.0031704902648926
2025-04-15T04:53:19.310322371Z,0.8403648138046265
2025-04-15T04:53:20.321362749Z,-4.809951305389404
2025-04-15T04:53:21.320088844Z,1.237802267074585
2025-04-15T04:53:22.350359635Z,1.6639702320098877
2025-04-15T04:53:23.368205061Z,1.0797849893569946
2025-04-15T04:53:24.3701445Z,0.395043283700943
2025-04-15T04:53:25.380564324Z,3.555389642715454
2025-04-15T04:53:26.386391189Z,8.779537200927734
2025-04-15T04:53:27.388359116Z,5.020640850067139
2025-04-15T04:53:28.468285427Z,-1.4915876388549805
2025-04-15T04:53:29.420401241Z,2.9520506858825684
2025-04-15T04:53:30.508707209Z,3.220201253890991
2025-04-15T04:53:31.490996027Z,9.440337181091309
2025-04-15T04:53:32.468273255Z,9.775525093078613
2025-04-15T04:53:33.49931899Z,9.607931137084961
2025-04-15T04:53:34.45100861Z,9.306262016296387
2025-04-15T04:53:35.470103979Z,8.918401718139648
2025-04-15T04:53:36.480572855Z,8.607154846191406
2025-04-15T04:53:37.470495106Z,8.779537200927734
2025-04-15T04:53:38.48058583Z,8.391676902770996
2025-04-15T04:53:39.491308592Z,8.678980827331543
2025-04-15T04:53:40.490392123Z,8.621520042419434
2025-04-15T04:53:41.491171418Z,8.669404029846191
2025-04-15T04:53:42.488201235Z,8.506598472595215
2025-04-15T04:53:43.508333685Z,8.56884765625
2025-04-15T04:53:44.500075459Z,8.674192428588867
2025-04-15T04:53:45.520313727Z,8.401253700256348
2025-04-15T04:53:46.520275797Z,8.655038833618164
2025-04-15T04:53:47.493304469Z,8.645462036132812
2025-04-15T04:53:48.540407397Z,8.516175270080566
2025-04-15T04:53:49.560720995Z,7.692570209503174
2025-04-15T04:53:50.560305826Z,8.085219383239746
2025-04-15T04:53:51.560215051Z,8.415618896484375
2025-04-15T04:53:52.580351412Z,8.813055992126465
2025-04-15T04:53:53.580272998Z,8.731653213500977
2025-04-15T04:53:54.611323094Z,8.908824920654297
2025-04-15T04:53:55.615298847Z,7.965508937835693
2025-04-15T04:53:56.590115429Z,8.219294548034668
2025-04-15T04:53:57.610175071Z,8.501810073852539
2025-04-15T04:53:58.610910527Z,7.817068576812744
2025-04-15T04:53:59.630273546Z,8.564059257507324
2025-04-15T04:54:00.640119818Z,8.123526573181152
2025-04-15T04:54:01.63108982Z,8.118738174438477
2025-04-15T04:54:02.6483083Z,8.161833763122559
2025-04-15T04:54:03.659969298Z,5.710171222686768
2025-04-15T04:54:04.670493241Z,7.5632829666137695
2025-04-15T04:54:05.680308183Z,7.481880187988281
2025-04-15T04:54:06.800363236Z,7.47230339050293
2025-04-15T04:54:07.698195607Z,7.204153060913086
2025-04-15T04:54:08.710433848Z,6.260837554931641
2025-04-15T04:54:09.738224131Z,22.455217361450195
2025-04-15T04:54:10.729995012Z,3.3063924312591553
2025-04-15T04:54:11.732965067Z,9.095572471618652
2025-04-15T04:54:12.731117984Z,5.197812080383301
2025-04-15T04:54:13.758086804Z,8.090007781982422
2025-04-15T04:54:14.748438173Z,7.453149795532227
2025-04-15T04:54:15.788177534Z,7.592013359069824
2025-04-15T04:54:16.771032726Z,8.305485725402832
2025-04-15T04:54:17.790520544Z,7.951143741607666
2025-04-15T04:54:18.780296029Z,7.955932140350342
2025-04-15T04:54:19.780290651Z,7.960720539093018
2025-04-15T04:54:20.810268762Z,7.022193431854248
2025-04-15T04:54:21.800279355Z,6.84981107711792
2025-04-15T04:54:22.820144154Z,6.825869083404541
2025-04-15T04:54:23.828400291Z,7.5632829666137695
2025-04-15T04:54:24.840058959Z,8.492233276367188
2025-04-15T04:54:25.840217674Z,7.438784599304199
2025-04-15T04:54:26.840719182Z,8.1139497756958
2025-04-15T04:54:27.880524705Z,7.783549785614014
2025-04-15T04:54:28.869193443Z,8.01339340209961
2025-04-15T04:54:29.889216011Z,8.243236541748047
2025-04-15T04:54:30.883241147Z,8.147468566894531
2025-04-15T04:54:31.908157346Z,7.778761386871338
2025-04-15T04:54:32.890302068Z,7.922413349151611
2025-04-15T04:54:33.908379894Z,8.276755332946777
2025-04-15T04:54:34.920219783Z,8.736441612243652
2025-04-15T04:54:35.901062696Z,8.635885238647461
2025-04-15T04:54:36.903541182Z,9.330204010009766
2025-04-15T04:54:37.903185971Z,9.818621635437012
2025-04-15T04:54:38.94121008Z,9.80904483795166
2025-04-15T04:54:39.923222782Z,9.794678688049316
2025-04-15T04:54:40.960260926Z,9.78989028930664
2025-04-15T04:54:41.97143538Z,9.794678688049316
2025-04-15T04:54:42.978550017Z,9.746794700622559
2025-04-15T04:54:44.006414627Z,9.78989028930664
2025-04-15T04:54:44.988510157Z,9.780313491821289
2025-04-15T04:54:46.008254031Z,9.799467086791992
2025-04-15T04:54:47.000194011Z,9.794678688049316
2025-04-15T04:54:48.018382499Z,9.799467086791992
2025-04-15T04:54:49.030085831Z,9.804255485534668
2025-04-15T04:54:50.020344354Z,9.804255485534668
2025-04-15T04:54:51.058347408Z,9.775525093078613
2025-04-15T04:54:52.050059079Z,3.0382418632507324
2025-04-15T04:54:53.06842947Z,7.433996200561523
2025-04-15T04:54:54.070178024Z,12.203246116638184
2025-04-15T04:54:55.070455346Z,4.14915132522583
2025-04-15T04:54:56.053218546Z,5.523423194885254
2025-04-15T04:54:57.05445215Z,7.295132637023926
2025-04-15T04:54:58.081579467Z,5.552153587341309
2025-04-15T04:54:59.072985451Z,7.390900611877441
2025-04-15T04:55:00.093354314Z,6.361393928527832
2025-04-15T04:55:01.120379039Z,7.0126166343688965
2025-04-15T04:55:02.122725666Z,6.5050458908081055
2025-04-15T04:55:03.138355379Z,4.809951305389404
2025-04-15T04:55:04.120428627Z,7.285555839538574
2025-04-15T04:55:05.130016241Z,8.554482460021973
2025-04-15T04:55:06.226146796Z,3.5266590118408203
2025-04-15T04:55:07.141684114Z,4.929661273956299
2025-04-15T04:55:08.160999797Z,8.516175270080566
2025-04-15T04:55:09.160655568Z,9.890447616577148
2025-04-15T04:55:10.181440144Z,8.81784439086914
2025-04-15T04:55:11.170122921Z,9.928754806518555
2025-04-15T04:55:12.180090314Z,9.531316757202148
2025-04-15T04:55:13.198297837Z,8.96149730682373
2025-04-15T04:55:14.200587254Z,9.066842079162598
2025-04-15T04:55:15.20832388Z,8.980650901794434
2025-04-15T04:55:16.236329436Z,8.951920509338379
2025-04-15T04:55:17.220125676Z,9.07641887664795
2025-04-15T04:55:18.211269415Z,9.042900085449219
2025-04-15T04:55:19.250236813Z,9.038111686706543
2025-04-15T04:55:20.256167041Z,-2.094926595687866
