time,value
2025-04-15T04:53:05.736898012Z,5.792770862579346
2025-04-15T04:53:06.710140221Z,5.8885393142700195
2025-04-15T04:53:08.048554409Z,3.1256303787231445
2025-04-15T04:53:09.030189378Z,3.1256303787231445
2025-04-15T04:53:10.05848364Z,5.649118900299072
2025-04-15T04:53:11.068267541Z,7.253233909606934
2025-04-15T04:53:12.070260948Z,8.005013465881348
2025-04-15T04:53:13.080218902Z,8.005013465881348
2025-04-15T04:53:14.309989039Z,7.267599105834961
2025-04-15T04:53:15.281177366Z,6.908469200134277
2025-04-15T04:53:16.290058761Z,2.144007682800293
2025-04-15T04:53:17.308649229Z,9.915586471557617
2025-04-15T04:53:18.310244974Z,9.728838920593262
2025-04-15T04:53:19.310322371Z,9.77672290802002
2025-04-15T04:53:20.321362749Z,-2.2804770469665527
2025-04-15T04:53:21.320088844Z,7.349001884460449
2025-04-15T04:53:22.350359635Z,9.283516883850098
2025-04-15T04:53:23.368205061Z,9.206902503967285
2025-04-15T04:53:24.3701445Z,9.714473724365234
2025-04-15T04:53:25.380564324Z,8.876502990722656
2025-04-15T04:53:26.386391189Z,5.57250452041626
2025-04-15T04:53:27.388359116Z,8.091204643249512
2025-04-15T04:53:28.468285427Z,10.226832389831543
2025-04-15T04:53:29.420401241Z,8.900444984436035
2025-04-15T04:53:30.508707209Z,8.072051048278809
2025-04-15T04:53:31.490996027Z,3.336320161819458
2025-04-15T04:53:32.468273255Z,1.698686122894287
2025-04-15T04:53:33.49931899Z,1.6747441291809082
2025-04-15T04:53:34.45100861Z,2.2397756576538086
2025-04-15T04:53:35.470103979Z,3.2549171447753906
2025-04-15T04:53:36.480572855Z,3.4129345417022705
2025-04-15T04:53:37.470495106Z,3.4368765354156494
2025-04-15T04:53:38.48058583Z,3.4751837253570557
2025-04-15T04:53:39.491308592Z,3.5278561115264893
2025-04-15T04:53:40.490392123Z,3.5470097064971924
2025-04-15T04:53:41.491171418Z,3.508702516555786
2025-04-15T04:53:42.488201235Z,3.6762967109680176
2025-04-15T04:53:43.508333685Z,3.618835926055908
2025-04-15T04:53:44.500075459Z,3.599682331085205
2025-04-15T04:53:45.520313727Z,3.7624878883361816
2025-04-15T04:53:46.520275797Z,3.446453332901001
2025-04-15T04:53:47.493304469Z,3.5853171348571777
2025-04-15T04:53:48.540407397Z,3.7672762870788574
2025-04-15T04:53:49.560720995Z,4.226963043212891
2025-04-15T04:53:50.560305826Z,4.059369087219238
2025-04-15T04:53:51.560215051Z,3.5182793140411377
2025-04-15T04:53:52.580351412Z,3.202244758605957
2025-04-15T04:53:53.580272998Z,3.293224334716797
2025-04-15T04:53:54.611323094Z,2.895787000656128
2025-04-15T04:53:55.615298847Z,3.4320881366729736
2025-04-15T04:53:56.590115429Z,2.0242974758148193
2025-04-15T04:53:57.610175071Z,3.135207176208496
2025-04-15T04:53:58.610910527Z,4.322731018066406
2025-04-15T04:53:59.630273546Z,3.848679304122925
2025-04-15T04:54:00.640119818Z,4.279635429382324
2025-04-15T04:54:01.63108982Z,4.595670223236084
2025-04-15T04:54:02.6483083Z,4.466383457183838
2025-04-15T04:54:03.659969298Z,6.147112846374512
2025-04-15T04:54:04.670493241Z,5.936423301696777
2025-04-15T04:54:05.680308183Z,5.783194065093994
2025-04-15T04:54:06.800363236Z,5.92205810546875
2025-04-15T04:54:07.698195607Z,5.773617267608643
2025-04-15T04:54:08.710433848Z,9.949105262756348
2025-04-15T04:54:09.738224131Z,3.1208419799804688
2025-04-15T04:54:10.729995012Z,9.20211410522461
2025-04-15T04:54:11.732965067Z,9.221267700195312
2025-04-15T04:54:12.731117984Z,6.147112846374512
2025-04-15T04:54:13.758086804Z,5.984307289123535
2025-04-15T04:54:14.748438173Z,5.510255336761475
2025-04-15T04:54:15.788177534Z,5.232527732849121
2025-04-15T04:54:16.771032726Z,5.400122165679932
2025-04-15T04:54:17.790520544Z,5.0266265869140625
2025-04-15T04:54:18.780296029Z,5.098452568054199
2025-04-15T04:54:19.780290651Z,5.017049789428711
2025-04-15T04:54:20.810268762Z,5.400122165679932
2025-04-15T04:54:21.800279355Z,6.051344871520996
2025-04-15T04:54:22.820144154Z,6.707355976104736
2025-04-15T04:54:23.828400291Z,6.654683589935303
2025-04-15T04:54:24.840058959Z,3.9013516902923584
2025-04-15T04:54:25.840217674Z,5.634753704071045
2025-04-15T04:54:26.840719182Z,5.5772929191589355
2025-04-15T04:54:27.880524705Z,5.6634840965271
2025-04-15T04:54:28.869193443Z,5.304353713989258
2025-04-15T04:54:29.889216011Z,5.366602897644043
2025-04-15T04:54:30.883241147Z,5.749675273895264
2025-04-15T04:54:31.908157346Z,6.147112846374512
2025-04-15T04:54:32.890302068Z,5.48152494430542
2025-04-15T04:54:33.908379894Z,5.48152494430542
2025-04-15T04:54:34.920219783Z,5.8885393142700195
2025-04-15T04:54:35.901062696Z,3.6092591285705566
2025-04-15T04:54:36.903541182Z,3.092111587524414
2025-04-15T04:54:37.903185971Z,-0.02513911761343479
2025-04-15T04:54:38.94121008Z,0.03711012750864029
2025-04-15T04:54:39.923222782Z,0.03711012750864029
2025-04-15T04:54:40.960260926Z,0.013168109580874443
2025-04-15T04:54:41.97143538Z,0.03232172131538391
2025-04-15T04:54:42.978550017Z,-0.005985504016280174
2025-04-15T04:54:44.006414627Z,0.013168109580874443
2025-04-15T04:54:44.988510157Z,0.017956512048840523
2025-04-15T04:54:46.008254031Z,0.017956512048840523
2025-04-15T04:54:47.000194011Z,0.03232172131538391
2025-04-15T04:54:48.018382499Z,0.0035913025494664907
2025-04-15T04:54:49.030085831Z,0.02753331884741783
2025-04-15T04:54:50.020344354Z,-0.0011971008498221636
2025-04-15T04:54:51.058347408Z,0.03232172131538391
2025-04-15T04:54:52.050059079Z,4.959589004516602
2025-04-15T04:54:53.06842947Z,7.210138320922852
2025-04-15T04:54:54.070178024Z,6.362590789794922
2025-04-15T04:54:55.070455346Z,7.636306285858154
2025-04-15T04:54:56.053218546Z,6.6163763999938965
2025-04-15T04:54:57.05445215Z,6.070498466491699
2025-04-15T04:54:58.081579467Z,3.671508312225342
2025-04-15T04:54:59.072985451Z,4.791994571685791
2025-04-15T04:55:00.093354314Z,5.34744930267334
2025-04-15T04:55:01.120379039Z,6.032191276550293
2025-04-15T04:55:02.122725666Z,6.898892402648926
2025-04-15T04:55:03.138355379Z,8.35456657409668
2025-04-15T04:55:04.120428627Z,6.300341606140137
2025-04-15T04:55:05.130016241Z,6.740874767303467
2025-04-15T04:55:06.226146796Z,7.751227855682373
2025-04-15T04:55:07.141684114Z,7.473500728607178
2025-04-15T04:55:08.160999797Z,1.8758569955825806
2025-04-15T04:55:09.160655568Z,1.890222191810608
2025-04-15T04:55:10.181440144Z,0.7122750282287598
2025-04-15T04:55:11.170122921Z,0.1999158412218094
2025-04-15T04:55:12.180090314Z,-0.6380547285079956
2025-04-15T04:55:13.198297837Z,-0.6572083830833435
2025-04-15T04:55:14.200587254Z,-0.6955155730247498
2025-04-15T04:55:15.20832388Z,-0.9828197956085205
2025-04-15T04:55:16.236329436Z,-0.767341673374176
2025-04-15T04:55:17.220125676Z,-0.8104372620582581
2025-04-15T04:55:18.211269415Z,-1.0067617893218994
2025-04-15T04:55:19.250236813Z,-1.4903905391693115
2025-04-15T04:55:20.256167041Z,9.455899238586426
2025-04-15T04:55:21.250463227Z,8.402450561523438
2025-04-15T04:55:22.278438524Z,8.277952194213867
2025-04-15T04:55:23.268251833Z,7.870938301086426
2025-04-15T04:55:24.290185631Z,7.2771759033203125
2025-04-15T04:55:25.270298076Z,7.214926719665527
2025-04-15T04:55:26.319175521Z,7.229291915893555
2025-04-15T04:55:27.328454111Z,7.052121162414551
2025-04-15T04:55:28.318312476Z,7.210138320922852
2025-04-15T04:55:29.338239967Z,7.210138320922852
2025-04-15T04:55:30.350608012Z,7.133523941040039
2025-04-15T04:55:31.350173958Z,7.3681559562683105
2025-04-15T04:55:32.351523693Z,7.224503517150879
2025-04-15T04:55:33.371471104Z,7.143100738525391
2025-04-15T04:55:34.378162148Z,7.138312339782715
2025-04-15T04:55:35.380290029Z,7.133523941040039
2025-04-15T04:55:36.378227623Z,7.190984725952148
2025-04-15T04:55:37.390474486Z,7.147889137268066
2025-04-15T04:55:38.402472994Z,7.162254333496094
